Media_arritmia,Desviopadrao_arritmia,Skewness_arritmia,SKurtosis_arritmia,Energia_arritmia,Max_arritmia,Min_arritmia,resultado
22.1645,158.67632079682627,3.2008926903086388,15.55179528413153,25669.50125,946,-427,1
20.762375,180.9870983656916,3.2080388973291964,20.911130203177997,33187.459875,1842,-568,1
-7.430625,169.19102158606353,-1.1706857046520802,7.568456925108751,28680.822875,520,-1041,1
-11.03975,131.25176831352587,-2.42128903174123,11.444299140175039,17348.918,306,-905,1
-2.445125,81.36493711301479,-1.3252705399996378,9.610390219887478,6626.2323750000005,186,-465,1
-14.65925,170.498214881377,-2.4527417496002855,10.943562418673194,29284.56175,340,-953,1
10.275625,96.5689945443189,3.3524485399502706,18.553515259260966,9431.172375,683,-216,1
10.233125,94.64919407014797,3.551584355542092,19.58404637964453,9063.199875,692,-177,1
-12.92675,165.75017118190024,-0.7792177939811004,5.8305429046322095,27640.241,486,-825,1
10.828375,118.86581620948142,2.746323524816326,17.73870721847835,14246.350625000001,876,-434,1
-26.491375,233.71520907183347,-3.0910171465345626,15.536998948536183,55324.679625000004,380,-1416,1
-0.7076250000000001,96.6176579578896,1.104612107640549,4.095868110842366,9335.472625,309,-287,1
-8.98,98.82364099723307,-2.070263742205655,17.308492572779993,9846.7625,463,-752,1
0.31175,117.34332341377169,-1.0683273359728096,8.844863162020584,13769.55275,509,-636,1
22.801750000000002,205.74303379935384,2.454344747439101,13.3467723459581,42850.18075,1468,-524,1
12.88175,139.46089604079845,3.3175673144478037,16.85457210691055,19615.30175,926,-122,1
18.805875,202.25917774693872,2.2541255447716355,13.619974439222215,41262.480125,1326,-659,1
20.003125,175.0728079960089,3.7881050287624527,21.893852803724343,31050.663125,1245,-301,1
11.901250000000001,183.23395507784258,-0.7302545396771558,7.079784617248897,33716.33975,850,-997,1
13.383625,153.8916609718738,1.8008350449815005,8.807901892425978,23861.787125,856,-420,1
5.31675,154.35953124429594,1.1047036813294666,5.07902983167237,23855.13625,775,-435,1
17.069375,224.84492131614738,2.6132893232490777,21.85679340846031,50846.638625,2518,-1025,1
4.16875,76.62435710091151,1.8080631806836602,9.894707897988239,5888.67275,473,-261,1
6.672875,78.08016744556056,1.4302400291248685,11.041960781333188,6141.045375,510,-364,1
-36.56675,474.48124504930325,-1.5158331140472265,21.460409991863074,226469.74625,2536,-3948,1
10.7125,109.0342320055614,2.0953869551794373,9.879742923337309,12003.23575,657,-231,1
-66.78812500000001,356.3218933103582,-2.903123025535237,14.012673507997508,131426.502875,707,-2160,1
-44.7055,573.4247711749424,-0.49983245321751607,5.413028633001341,330814.79975,1125,-2377,1
-1.159125,156.34341491181556,0.8542037188899985,8.635559068893942,24444.607125000002,847,-687,1
-14.91625,267.852567047852,-1.4157616914178708,18.0896078885238,71967.52,1394,-2182,1
16.531875,145.13279288680098,3.0878100887693085,16.91230720085926,21336.864625000002,936,-362,1
11.762500000000001,78.32755612936833,3.4419364732181545,18.46540403931517,6273.57975,583,-94,1
34.1475,498.5642801959226,-0.33844391450572187,19.617675264007662,249732.53900000002,3051,-3984,1
10.381625,188.76704629010936,2.9950803922081644,15.381663657462495,35740.789375,1294,-425,1
7.477875,100.27889868091675,-0.5690047737773873,12.795594142783111,10111.783125,537,-879,1
29.907625,181.44121853538434,2.988981180669394,13.987561763144447,33815.493625,1153,-292,1
25.971,162.30389581705927,3.5944430550997386,17.44293241765641,27017.13175,981,-211,1
-4.65925,101.88245273775641,0.9664776386914918,6.292939382231084,10401.7455,596,-315,1
28.100625,198.23381723098797,3.237063219054962,16.77972335511708,40086.390125,1309,-263,1
-12.01825,129.48091987681397,-2.7363884412050647,15.593557822239184,16909.765,297,-1060,1
-12.0855,111.0152531517009,-4.250978918717106,25.879325078038068,12470.464,197,-847,1
2.015625,97.96412416296262,2.0498173835081714,10.731883224486559,9601.032875,613,-349,1
-8.19225,312.677609369167,0.1828449249480971,19.527845416244585,97834.40875,2253,-2057,1
5.257375,104.3865948199783,2.2739177373936488,9.624404156330757,10924.204625,632,-243,1
11.647375,447.59231151008606,-0.05802188499963922,4.1242625357470475,200474.555625,1684,-1936,1
26.163625,393.4351065105267,4.86652562398826,61.538024881577876,155475.803875,5228,-2507,1
3.01325,104.76224839835223,1.1331883705567722,7.619373789853074,10984.2095,545,-541,1
22.09475,148.54485013015554,4.0476161295219475,22.417906372659314,22553.8115,1012,-181,1
5.971,119.24208444334941,2.2635775525894357,16.17508456174045,14254.332,822,-684,1
8.691375,157.9747303625148,2.4911692393306173,13.566717155566192,25031.564875,1000,-440,1
9.19825,145.4017954530207,2.8817368025149985,16.091074458945386,21226.3005,1010,-410,1
-6.038250000000001,117.13723032998347,0.06510416264949774,5.278598351280028,13757.59575,532,-615,1
16.819625000000002,542.5567652120706,3.435796639317267,30.65228107051099,294650.778625,6267,-1762,1
-6.5385,116.0200076441656,-1.8571287165274912,7.047998384418834,13503.3995,238,-609,1
36.289500000000004,264.6679005353192,1.8101552523923299,10.71855441683544,71366.19,1591,-1742,1
-7.692875,101.97416413824457,-2.911069832454222,16.983961216031442,10457.917875000001,253,-699,1
39.022,287.5687081836957,1.2070736265488715,8.809682278015597,84218.66875,1486,-1184,1
6.12375,124.9542066054525,1.6476312891581057,6.147986321501836,15651.05875,645,-243,1
-13.310875000000001,124.97653313446558,-2.203437705084232,11.559976594222105,15796.335375,290,-846,1
19.44675,211.11478487407535,3.7447376959169736,20.88849203700183,44947.67575,1476,-380,1
4.908,248.42346713815596,-4.9472506141540125,52.6767133486798,61738.3105,1039,-2639,1
11.316375,108.35189095865584,2.1789095747695186,14.013959507640884,11868.208625000001,1069,-246,1
15.597625,180.30597898744534,3.7400679415069216,20.71518455228835,32753.562375,1261,-341,1
14.457375,183.45106242850636,3.6774580390263685,20.00699002439557,33863.334125,1286,-338,1
20.52725,128.76683612809023,4.555714255040341,25.70664688155635,17002.31875,958,-145,1
-9.055125,421.1581019484503,-0.8437340048772858,7.58818329059198,177456.152375,1764,-2419,1
-35.99325,186.41443282423702,-3.3998851791776743,17.11250875151646,36046.01675,377,-1191,1
33.185125,271.3842201513738,3.3134136837025197,17.61421948360659,74750.785125,1742,-659,1
24.449125000000002,166.59791472815692,3.3602842280137084,16.932186457531436,28352.699625,1063,-225,1
-1.26925,125.7010125379388,0.8020125821480057,4.080372271841681,15802.35575,456,-510,1
-12.694,210.08354700403277,-1.8314068158382595,12.212052466254564,44296.2545,1602,-1527,1
26.0995,196.35073707975266,4.1442546023396805,22.65182292444496,39234.881,1303,-193,1
10.415000000000001,152.10038943399124,2.039732484839375,9.637349397340614,23243.01425,877,-395,1
6.409625,155.30075803726086,1.2701179784952488,5.995108540351718,24159.413875000002,792,-550,1
15.28125,194.1042006471326,1.6910735679681481,9.879053404303635,37909.9865,1408,-804,1
8.175875,90.36251760197831,1.7894064771035652,6.482589782288084,8232.237875,429,-171,1
2.336125,87.72376937181548,2.552610142374549,23.18450667077754,7700.917875,859,-374,1
16.676625,125.80557038494665,3.185776000441012,15.40723300728842,16105.186125,802,-171,1
17.14425,132.19889826043948,3.097852524665234,14.917152182463964,17770.51075,829,-177,1
24.238500000000002,149.82971477527292,3.5618870679247543,18.265990756105538,23036.52175,1020,-228,1
9.436875,206.56584152131282,-0.12842114040363425,2.7180548126577087,42758.512625,665,-561,1
11.192375,102.34068207805778,2.927555206146677,15.567937656074111,10598.900125,735,-217,1
11.409625,102.63247809498019,3.0319560729977644,16.195653406908345,10663.621375,754,-181,1
-8.6575,135.20742333434086,-0.9670188176329227,6.274262375394204,18356.009000000002,464,-787,1
35.34825,258.27701656281727,3.290365743728112,16.49038257660903,67956.67225,1658,-294,1
-5.691375,87.95708940523613,-1.9157166167041964,9.713659778660197,7768.845375,261,-631,1
-9.74,97.78175720219947,-1.6318381845686056,9.555777842230794,9656.1515,316,-547,1
14.00925,184.55959235989695,2.090416106399552,13.722149323593767,34258.52675,1083,-834,1
-16.597375,173.159801437869,0.17195074005898028,4.52707539180784,30259.824125,686,-819,1
14.779,153.53277046495595,3.797353831536863,20.82875246696887,23790.75775,1059,-273,1
20.010375,186.1758784468892,3.008162927020351,15.167614772709724,35061.922875000004,1152,-329,1
-3.734875,84.69994445141607,-2.5443393036494584,13.992947319785682,7188.0316250000005,298,-575,1
-5.386875,213.65515632773977,-1.606391384938492,9.742961586125572,45677.547875000004,817,-1193,1
7.263625,263.2933867985075,2.55725631241902,18.03158425932792,69376.174375,1725,-990,1
0.473375,158.00362658211046,-1.375740210947417,12.979109068062527,24965.370125,635,-1108,1
2.06275,72.02785940572087,0.8774114352985352,5.383079165038599,5192.268,420,-268,1
9.23225,65.86036103478716,2.2186847632872073,11.160115616632972,4422.83225,412,-142,1
-6.9315,175.54333454175426,-2.001393625055068,13.076433335227883,30863.514,646,-1123,1
20.987875,128.861040142559,4.136982741779537,23.10743061254169,17045.713625,928,-200,1
-11.381375,113.83384705854107,-2.5002007003466717,12.665963388513445,13087.696625,267,-746,1
24.026375,161.6087127014582,4.630825331004102,27.09015766482532,26694.714875,1164,-173,1
2.9345,145.81777200786823,0.8766003078564659,6.101622723755039,21271.435,712,-633,1
16.648375,237.1777784464866,1.7982474740915546,9.900852734748858,56530.501625000004,1248,-781,1
-3.461625,83.66159381402787,-0.78072637809455,3.9865753865415474,7011.246625,279,-414,1
27.199125000000002,262.9990171087796,1.3779300113790107,9.724356073322184,69908.367875,1830,-948,1
19.834125,298.81275815537106,1.378056571615926,7.510298252836477,89682.506125,1568,-742,1
22.2905,223.2462132970042,1.4749864264634365,9.36788440834935,50335.80025,1217,-1252,1
6.833375,125.11273725817284,1.428414273880795,5.659120383820989,15699.897875,679,-302,1
23.546125,200.02998542714553,4.36932487585768,39.613572452989196,40566.484375,2633,-617,1
1.7225000000000001,109.33802231097042,1.32819463422667,8.357822962533664,11957.7705,711,-456,1
-2.604,294.60811612445053,-10.095541254385587,189.5918702865345,86800.72375,1153,-6510,1
4.142375,172.74522268199067,1.683485914070721,13.947788935771635,29858.073375,1814,-824,1
10.741125,110.06731888832178,3.6887873024301965,22.06157782252381,12230.200875,747,-359,1
1.9355,92.90652222250031,1.0012920132690615,8.50270768755962,8635.3685,526,-540,1
-11.46925,155.34053676190126,-2.675237726249877,12.67224365953587,24262.2425,251,-941,1
11.37925,262.3221106455213,0.3210302921031487,3.9098605289743187,68942.39325000001,1114,-880,1
-5.3343750000000005,190.18505464787688,0.10407494029196923,4.677491329359809,36198.814125,736,-676,1
4.4590000000000005,126.17416072106394,2.4732309538279367,22.69375136348093,15939.804,1159,-483,1
28.252125,185.75651882279564,3.5264974229418247,17.784523254176452,35303.766625000004,1266,-230,1
5.452875,146.03047734121674,-0.18112039299461646,27.588266781057925,21354.637875,806,-1724,1
-10.878375,145.97691697655205,-1.4979905338347892,6.502816725967636,21427.614125,428,-707,1
-28.274375,213.70403052662425,-4.665792945881933,28.240048923093948,46468.952875,284,-1632,1
4.252125,192.49785855409823,0.03075373686168509,9.175112450605546,37073.508375,1053,-987,1
14.364375,146.92846155170506,3.226861402318496,17.161822753942694,21794.333875,1029,-367,1
12.738625,129.41704398586154,3.9192796679500934,21.987101995859874,16911.064125,926,-162,1
16.01,144.19753850183267,4.048252631069288,22.512274071260713,21049.28225,1025,-188,1
-21.075875,300.79962906213996,1.3497453075318218,24.027278981589046,90924.664875,2262,-1776,1
5.9193750000000005,111.3556543006882,-0.14921521569673804,7.875763851155874,12435.125125,508,-562,1
1.275875,183.32692945801026,-2.087099111967259,21.878859044452238,33610.391125,952,-1524,1
9.898875,122.40783737272987,0.7523370656255828,16.706489373583086,15081.678625,903,-1175,1
-4.343375,451.0107760469777,-0.5370215806920533,13.06057529094579,203429.587375,1886,-3452,1
22.52175,180.5991787724533,4.14259376440428,22.472581647309024,33123.356,1274,-254,1
18.43525,177.63235579458004,2.2712486203006907,9.22885580147755,31893.15475,1074,-262,1
6.922375,88.52674092865917,2.4206558500408084,12.055040339650361,7884.909125,619,-213,1
3.891875,300.3463638711963,-3.371448760175536,27.57467064434743,90223.08687500001,1146,-2403,1
-33.004625,567.7897473453074,-1.9953078324464697,35.12127050530135,323474.638625,3818,-6320,1
62.312625000000004,293.7886238994035,3.1492639663830193,13.50331444131756,90195.104125,1588,-551,1
8.061375,99.3718407542523,3.276873444174296,18.316221649331645,9939.756625,652,-222,1
1.341875,109.29675325189545,1.5987258389443066,9.082043940180887,11947.581125,730,-417,1
28.28975,371.8891471341871,1.9267279951622192,13.394829561698879,139101.94775,3030,-1153,1
23.471,224.8877448817966,2.506272332913045,13.129682911823089,51125.4545,1727,-571,1
2.074875,230.53830425895853,-0.3540529871063657,5.764643893454556,53152.215375,1122,-1053,1
-13.760375,135.7729595183422,-3.2975750648954403,18.272773153838582,18623.668125,309,-935,1
-12.542250000000001,129.3194409260766,-3.541831398246777,20.43502204467269,16880.8455,278,-994,1
30.501125000000002,175.07506949564785,4.350243558686755,24.883817249178307,31581.714875,1320,-195,1
1.807625,139.68351981683776,0.2237560578427976,5.865932951427671,19514.753625,750,-556,1
-24.421375,429.3091406756489,-0.9940265930487925,14.112165090576271,184902.816375,2557,-2645,1
16.1125,564.0652764903574,0.4677721350610959,22.459838519991962,318429.28125,4384,-3635,1
4.09725,157.83135127092166,0.7260923381695761,5.0552059011593276,24927.525,751,-521,1
-3.020125,111.82721305585686,-1.9636410644802686,9.187181140161629,12514.447875,397,-670,1
33.98725,201.68278792646691,3.9336503793356585,21.091045894091106,41831.224500000004,1352,-151,0
27.741,209.09600001820925,2.481970202019496,11.854416038261952,44490.796500000004,1180,-650,0
18.9635,209.29798426157495,2.1316861711306756,11.818498764955379,44165.3055,1437,-664,0
15.97575,165.4564225373683,1.4112143333080929,7.4354881205903745,27631.08425,836,-536,0
-23.352875,140.7496773873323,-0.4163542381667114,4.332382047038034,20355.896625,354,-564,0
38.6105,452.2859034321224,6.86477605790706,85.8035145505882,206053.4955,5897,-2502,0
12.611375,147.92355023714777,1.499175848697774,7.025523936055651,22040.443375,693,-419,0
32.857875,206.0269289934952,3.56803598385633,17.25069154862708,43526.870375,1262,-256,0
-33.614875,143.0777212173751,-3.2143351013864288,14.901749611961398,21601.335375,161,-824,0
10.714500000000001,186.76539799889613,1.545471990261272,8.21390125484711,34996.12875,1116,-667,0
27.320625,147.897148459802,2.97506776649778,14.119824269632675,22620.076375,909,-235,0
23.57775,185.04245111906212,2.519728550458677,11.083838630549394,34796.688500000004,1063,-221,0
-7.8385,363.1223698527667,-2.679560373797635,28.06686107086045,131919.30525,2085,-4098,0
-6.059875,141.0525272716649,0.16352908160438823,5.425083203608635,19932.542125,539,-582,0
22.21125,171.07332625510094,1.2908350016627619,12.062528436853343,29759.48425,1101,-850,0
29.902875,204.8079293362264,3.331143638607143,16.07129137102492,42840.581625,1287,-211,0
9.398,166.90443539852214,2.177885889364436,41.96505343933449,27945.424,1663,-2080,0
